"country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2014,14.03,9.832,26.51,95,73,98,"Urban",329619,51.4531,-0.9441,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2014,21.383,12.331,31.436,75,90,97,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2014,20.931,14.672,31.639,97,96,96,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2014,NA,11.807,19.4,NA,66,95,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2014,16.729,10.996,17.964,94,97,88,"Urban, Urban",196850,54.56105,-1.3168,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2014,18.256,13.354,28.098,87,91,96,"Urban",386013,53.0282,-2.1751,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2014,NA,10.246,16.257,NA,77,88,"Urban",341366,54.8836,-1.4069,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2014,20.21,12.709,31.399,95,95,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2014,19.24,14.229,26.352,95,92,99,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2014,15.344,12.052,20.351,79,96,89,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2014,14.06,9.343,21.05,93,90,94,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2014,16.706,12.998,26.479,97,98,94,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2015,11.706,8.039,34.376,97,88,99,"Urban, Urban",228180,57.151,-2.1004,1,"Aberdeen","NA"
"United Kingdom of Great Britain and Northern Ireland","Alfriston/GBR",2015,NA,NA,7.011,NA,NA,67,"Rural",NA,50.7937,0.1813,1,"Alfriston","South East"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2015,14.849,NA,27.52,50,NA,46,"Urban",NA,54.3537,-6.6546,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2015,NA,NA,18.615,NA,NA,97,"Urban",244270,53.5629,-1.5104,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Barnstaple/GBR",2015,17.717,9.588,NA,79,93,NA,"Urban",NA,51.0748,-4.0419,1,"Barnstaple","South West"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2015,NA,NA,53.598,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2015,NA,NA,27.529,NA,NA,87,"Urban",148857,53.7478,-2.4527,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2015,NA,8.478,15.607,NA,88,95,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2015,NA,7.486,12.196,NA,99,99,"Urban",505687,50.7396,-1.8267,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2015,NA,NA,43.213,NA,NA,68,"Urban",535987,53.7712,-1.7598,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2015,NA,9.318,14.622,NA,88,98,"Urban",353070,50.8408,-0.1476,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2015,14.91,10.247,26.271,91,94,93,"Urban",686210,51.4628,-2.5845,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2015,NA,NA,33.929,NA,NA,95,"Urban",125339,52.2024,0.1245,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2015,NA,NA,11.039,NA,NA,98,"Urban",NA,51.274,1.0981,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2015,16.006,9.559,26.777,85,85,80,"Urban",477627,51.4818,-3.1763,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2015,17.284,10.163,25.103,86,85,80,"Urban",108331,54.8948,-2.9453,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2015,15.444,9.093,17.106,87,78,80,"Urban, Urban",104604,53.2379,-1.45595,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Coventry/GBR",2015,NA,10.94,22.792,NA,93,99,"Urban",363467,52.4116,-1.5602,1,"Coventry","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2015,15.99,11.753,15.877,93,96,76,"Urban",150588,55.0012,-7.3291,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2015,NA,NA,27.276,NA,NA,65,"Urban",309741,53.5182,-1.1381,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2015,NA,NA,30.143,NA,NA,98,"Urban",NA,55.07,-3.6142,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2015,18.072,10.378,10.588,77,67,99,"Urban",103206,50.8058,0.2716,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2015,10.485,6.387,NA,93,86,NA,"Urban",536775,55.9456,-3.1822,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2015,NA,NA,29.059,NA,NA,99,"Urban",129672,50.7251,-3.5325,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2015,NA,NA,34.671,NA,NA,47,"Urban",128014,53.3654,-2.7317,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2015,9.293,4.767,27.499,95,94,74,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2015,15.912,10.878,27.733,82,92,98,"Urban, Urban",320825,53.7539,-0.32345,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2015,17.36,11.973,35.73,95,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2015,21.606,12.019,33.414,31,97,79,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2015,NA,NA,33.521,NA,NA,99,"Urban",98739,53.2214,-0.5342,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2015,13.94,8.179,25.433,94,96,93,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2015,21.38,11.284,41.156,81,92,94,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.51042941,-0.176058824,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2015,NA,NA,44.563,NA,NA,80,"Urban",214384,51.8923,-0.4621,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2015,16.53,10.274,18.118,89,93,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2015,15.535,9.568,20.766,67,95,86,"Urban",316371,51.6012,-2.9773,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2015,15.469,11.945,12.294,88,91,86,"Urban",140745,52.6142,1.302,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2015,13.116,10.111,31.487,89,89,98,"Urban, Urban",154455,51.74825,-1.2589,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2015,17.923,11.331,18.774,92,74,99,"Urban",263085,50.3717,-4.1424,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2015,16.146,10.396,18.769,74,93,93,"Urban",542040,50.8288,-1.0686,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Preston/GBR",2015,NA,9.954,21.955,NA,89,99,"Urban",328158,53.7656,-2.6804,1,"Preston","North West"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2015,12.467,7.421,22.224,95,95,97,"Urban",329619,51.4531,-0.9441,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2015,18.164,9.287,29.252,47,58,80,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2015,16.451,9.96,31.961,90,89,93,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2015,NA,10.624,18.112,NA,96,98,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2015,15.837,10.81,16.837,96,97,87,"Urban, Urban, Urban",196850,54.56263333,-1.3165,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2015,17.569,11.691,44.685,37,93,77,"Urban, Urban",386013,53.0043,-2.1435,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2015,NA,7.104,19.474,NA,95,85,"Urban, Urban",341366,54.901,-1.40765,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2015,20.22,12.781,27.43,97,97,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2015,17.101,9.844,24.614,82,97,98,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2015,15.259,11.825,19.754,96,91,99,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2015,13.258,8.021,19.001,96,90,99,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2015,16.507,11.107,27.346,96,92,96,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2016,11.761,5.372,36.7,96,95,94,"Urban, Urban, Urban",228180,57.1453,-2.098333333,1,"Aberdeen","NA"
"United Kingdom of Great Britain and Northern Ireland","Alfriston/GBR",2016,NA,NA,7.774,NA,NA,96,"Rural",NA,50.7937,0.1813,1,"Alfriston","South East"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2016,18.218,NA,21.387,70,NA,89,"Urban",NA,54.3537,-6.6546,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Ballymena/GBR",2016,NA,NA,14.594,NA,NA,66,"Urban",NA,54.8616,-6.2509,1,"Ballymena","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2016,NA,NA,18.979,NA,NA,99,"Urban",244270,53.5629,-1.5104,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Barnstaple/GBR",2016,16.95,10.701,NA,86,91,NA,"Urban",NA,51.0748,-4.0419,1,"Barnstaple","South West"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2016,NA,NA,48.074,NA,NA,96,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2016,NA,NA,34.343,NA,NA,72,"Urban",148857,53.7478,-2.4527,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2016,NA,7.837,16.079,NA,94,96,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2016,NA,7.489,21.73,NA,96,65,"Urban, Urban",505687,50.73755,-1.8038,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2016,NA,NA,46.083,NA,NA,98,"Urban",535987,53.7712,-1.7598,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2016,NA,9.019,17.168,NA,87,89,"Urban",353070,50.8408,-0.1476,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2016,15.418,11.661,27.368,95,86,99,"Urban",686210,51.4628,-2.5845,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2016,NA,NA,31.833,NA,NA,92,"Urban",125339,52.2024,0.1245,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Cannock Chase/GBR",2016,NA,NA,26.906,NA,NA,37,"Urban",99618,52.6873,-1.9808,1,"Cannock Chase","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2016,NA,NA,14.318,NA,NA,99,"Urban",NA,51.274,1.0981,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2016,18.761,9.662,23.287,47,94,98,"Urban",477627,51.4818,-3.1763,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2016,14.129,9.89,25.619,65,65,70,"Urban",108331,54.8948,-2.9453,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2016,16.211,10.765,18.472,94,94,82,"Urban, Urban",104604,53.2379,-1.45595,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Coventry/GBR",2016,NA,10.375,22.559,NA,97,99,"Urban",363467,52.4116,-1.5602,1,"Coventry","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2016,15.366,11.754,14.845,39,43,46,"Urban, Urban",150588,55.002,-7.33015,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2016,NA,NA,29.344,NA,NA,99,"Urban",309741,53.5182,-1.1381,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2016,NA,NA,30.928,NA,NA,95,"Urban",NA,55.07,-3.6142,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2016,17.777,12.707,12.252,95,74,99,"Urban",103206,50.8058,0.2716,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2016,10.705,6.35,20.122,79,92,64,"Urban",536775,55.9456,-3.1822,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2016,NA,NA,30.254,NA,NA,95,"Urban",129672,50.7251,-3.5325,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2016,NA,NA,43.823,NA,NA,91,"Urban",128014,53.3654,-2.7317,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2016,8.563,4.747,23.904,90,98,99,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Inverclyde/GBR",2016,NA,NA,26.216,NA,NA,66,"Urban",78455,55.9441,-4.7344,1,"Inverclyde","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2016,16.5,11.243,26.464,92,95,99,"Urban, Urban",320825,53.7539,-0.32345,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2016,17.903,10.386,36.422,97,98,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2016,21.545,11.551,34.889,95,94,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2016,NA,NA,37.742,NA,NA,99,"Urban",98739,53.2214,-0.5342,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2016,15.148,8.969,27.138,91,93,77,"Urban, Urban, Urban, Urban",901708,53.38865,-2.963625,1,"Liverpool","North West"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2016,21.143,11.535,42.272,92,84,90,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.51042941,-0.176058824,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2016,NA,NA,49.751,NA,NA,99,"Urban",214384,51.8923,-0.4621,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2016,17.45,11.413,19.51,89,81,96,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2016,15.642,10.184,21.96,90,95,94,"Urban",316371,51.6012,-2.9773,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2016,15.674,10.883,14.123,76,78,91,"Urban",140745,52.6142,1.302,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2016,15.066,14.18,34.021,20,12,61,"Urban, Urban",154455,51.74825,-1.2589,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2016,15.375,10.704,21.877,93,88,99,"Urban",263085,50.3717,-4.1424,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2016,18.151,11.626,20.045,67,91,94,"Urban",542040,50.8288,-1.0686,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Preston/GBR",2016,NA,9.758,23.557,NA,96,98,"Urban",328158,53.7656,-2.6804,1,"Preston","North West"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2016,15.853,8.742,31.999,80,88,76,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2016,17.636,9.504,31.908,92,94,79,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2016,19.233,10.684,38.683,49,39,70,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2016,NA,11.727,20.502,NA,90,96,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2016,16.061,9.275,18.418,70,84,98,"Urban, Urban, Urban",196850,54.56263333,-1.3165,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2016,20.437,11.667,44.304,95,96,99,"Urban, Urban",386013,53.0043,-2.1435,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2016,NA,8.026,19.067,NA,93,95,"Urban, Urban",341366,54.901,-1.40765,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2016,19.14,13.367,30.361,96,95,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2016,18.663,13.408,27.386,89,91,98,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2016,15.529,10.103,20.905,95,96,97,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2016,12.231,7.843,18.832,96,93,84,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2016,15.639,10.877,23.786,94,89,66,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2017,11.412,5.781,33.814,96,96,96,"Urban, Urban, Urban",228180,57.1453,-2.098333333,1,"Aberdeen","NA"
"United Kingdom of Great Britain and Northern Ireland","Alfriston/GBR",2017,NA,NA,7.734,NA,NA,98,"Rural",NA,50.7937,0.1813,1,"Alfriston","South East"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2017,14.459,NA,23.919,97,NA,96,"Urban",NA,54.3537,-6.6546,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Ballymena/GBR",2017,NA,NA,18.117,NA,NA,81,"Urban, Urban",NA,54.85655,-6.26295,1,"Ballymena","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2017,NA,NA,16.077,NA,NA,98,"Urban",244270,53.5629,-1.5104,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Barnstaple/GBR",2017,16.794,9.153,NA,40,44,NA,"Urban",NA,51.0748,-4.0419,1,"Barnstaple","South West"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2017,NA,NA,44.775,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2017,NA,NA,21.189,NA,NA,98,"Urban",148857,53.7478,-2.4527,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2017,NA,7.341,12.685,NA,98,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2017,NA,10.751,16.662,NA,52,97,"Urban, Urban",505687,50.73755,-1.8038,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2017,NA,NA,42.377,NA,NA,95,"Urban",535987,53.7712,-1.7598,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2017,NA,8.915,16.986,NA,94,98,"Urban",353070,50.8408,-0.1476,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2017,18.197,9.653,30.76,55,89,87,"Urban, Urban",686210,51.4604,-2.58425,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2017,NA,NA,29.308,NA,NA,97,"Urban",125339,52.2024,0.1245,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Cannock Chase/GBR",2017,NA,NA,22.705,NA,NA,90,"Urban",99618,52.6873,-1.9808,1,"Cannock Chase","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2017,NA,NA,14.9,NA,NA,99,"Urban",NA,51.274,1.0981,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2017,15.905,9.084,20.244,91,93,99,"Urban",477627,51.4818,-3.1763,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2017,14.593,8.584,23.253,95,98,96,"Urban",108331,54.8948,-2.9453,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2017,13.146,8.743,16.207,90,97,75,"Urban, Urban",104604,53.2379,-1.45595,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Coventry/GBR",2017,15.313,11.381,26.651,73,96,86,"Urban, Urban",363467,52.40965,-1.52515,1,"Coventry","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2017,NA,NA,36.862,NA,NA,94,"Urban",257104,52.923,-1.4695,1,"Derby","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2017,11.112,8.019,8.388,92,96,98,"Urban",150588,55.0028,-7.3312,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2017,NA,NA,25.706,NA,NA,99,"Urban",309741,53.5182,-1.1381,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2017,NA,NA,30.282,NA,NA,98,"Urban",NA,55.07,-3.6142,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Dundee/GBR",2017,NA,NA,14.611,NA,NA,25,"Urban",148730,56.4754,-2.9599,1,"Dundee","NA"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2017,NA,11.344,12.337,NA,96,99,"Urban",103206,50.8058,0.2716,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2017,10.057,6.637,36.928,85,95,52,"Urban, Urban",536775,55.9452,-3.1831,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2017,NA,NA,27.685,NA,NA,95,"Urban",129672,50.7251,-3.5325,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2017,NA,NA,34.71,NA,NA,85,"Urban",128014,53.3654,-2.7317,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2017,NA,NA,19.523,NA,NA,21,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2017,9.712,4.28,20.12,93,96,97,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Inverclyde/GBR",2017,10.072,5.257,27.838,100,100,83,"Urban",78455,55.9441,-4.7344,1,"Inverclyde","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2017,20.468,10.221,26.338,82,96,99,"Urban, Urban",320825,53.7539,-0.32345,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2017,15.781,9.939,33.381,96,97,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2017,21.264,10.592,33.258,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2017,NA,NA,31.887,NA,NA,99,"Urban",98739,53.2214,-0.5342,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2017,13.897,7.694,23.012,90,96,99,"Urban, Urban, Urban, Urban",901708,53.389875,-2.908525,1,"Liverpool","North West"
