"year","pm10_avg","pm25_avg","no2_avg"
2010,18.8547894736842,12.4799347826087,28.5183698630137
2013,17.6967361111111,12.1555974025974,23.3832136752137
2014,16.9785098039216,11.4276607142857,22.9042804878049
2015,15.8643076923077,9.75260714285714,22.4256627906977
2016,15.9987884615385,9.94944642857143,23.6611333333333
2017,15.3008301886792,9.66605263157895,22.2064742268041
2018,16.0151153846154,9.631,21.3654
2019,15.5470701754386,9.60386440677966,21.0052475247525
2020,14.6443392857143,8.03130357142857,18.6294565217391
